,id,company_name,job_title,location,job_link,type
0,1,Paytm,Growth Strategy Manager,"Noida, Uttar Pradesh / Delhi-NCR / Mumbai, Maharashtra / Bangalore, Karnataka",https://jobs.lever.co/paytm/0f745d90-e4e6-4cf5-9ee9-4b7ad1456374,Other
1,2,Paytm,Senior Data Analyst-Paytm Money(Broking Preferred),"Mumbai, Maharashtra",https://jobs.lever.co/paytm/902aa48d-e056-4cbe-ad7e-d70e57ac662f,Tech
2,3,Paytm,Business Analyst - Team Lead (NOIDA),"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/43e1a748-88e0-4068-a934-8e519a72982b,Other
3,4,Paytm,Business Analyst - Team Lead - Credit Card Business,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/ba7f0305-6011-451a-a2fd-f122708d8f72,Other
4,5,Paytm,Business Analyst - Team Lead (NOIDA),"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/2564714d-03ed-4b70-b0fe-9109c1138b66,Other
5,6,Paytm,Team Lead Sales- Rishikesh,"Rishikesh, Uttrakhand",https://jobs.lever.co/paytm/b72c9fb0-1925-4cd5-8a08-577d4b92f26c,Marketing
6,7,Paytm,Data Scientist-Paytm Money,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/aa9ccc4b-6307-4fc8-93db-88d1a26ff71d,Tech
7,8,Paytm,Java Backend Developer,"Noida, Uttar Pradesh / Bangalore, Karnataka / Mumbai, Maharashtra",https://jobs.lever.co/paytm/3802f986-af1a-4f20-92af-4b2ca73e5f9c,Tech
8,9,Paytm,Senior Software Engineer- Java Backend,"Noida, Uttar Pradesh / Bangalore, Karnataka / Mumbai, Maharashtra",https://jobs.lever.co/paytm/a1484f80-8ad5-45ea-aba1-1db0cde8e512,Tech
9,10,Paytm,Sales Team Lead - Dairy - Bangalore,"Bengaluru, Karnataka",https://jobs.lever.co/paytm/e8daaffa-38c3-4917-9fbb-d5922431f88c,Marketing
10,11,Paytm,Sales Team Lead - Dairy - Chennai,"Chennai, Tamil Nadu",https://jobs.lever.co/paytm/a1f86096-11de-4f5d-b437-2c35ef6413ad,Marketing
11,12,Paytm,Sales team Lead - Dairy - Chittoor,"Chittoor, Andhra Pradesh",https://jobs.lever.co/paytm/957b47d3-f4c1-4242-b06c-98585ea69e64,Marketing
12,13,Paytm,Sales Team Lead - Dairy - Dairy - Gorakhpur,"Gorakhpur, Uttar Pradesh",https://jobs.lever.co/paytm/f938f688-8469-444d-9cb6-19e32facfc09,Marketing
13,14,Paytm,Sales Team Lead - Dairy - Ernakulam,"Ernakulam, Kerala",https://jobs.lever.co/paytm/b62ce118-e34e-4a40-a8d6-545969911e6a,Marketing
14,15,Paytm,Sales Team Lead - Dairy - Goa,Goa,https://jobs.lever.co/paytm/2ae6cf6f-031b-44e1-82ad-b33dc1b56abb,Marketing
15,16,Paytm,Sales Team Lead - Dairy - Hasan,"Hassan, Karnataka",https://jobs.lever.co/paytm/1f604d35-4044-4457-878c-52731971f55c,Marketing
16,17,Paytm,Sales Team Lead - Dairy - Hubli,"Hubli, Karnataka",https://jobs.lever.co/paytm/73c10a07-9fa0-4e84-b1cb-e8a26ed39759,Marketing
17,18,Paytm,Sales Team Lead - Dairy - Hyderabad,"Hyderabad, Telangana",https://jobs.lever.co/paytm/382d0ec0-6e74-470f-a4ed-2b830df05a1b,Marketing
18,19,Paytm,Sales Team Lead - Dairy - Madurai,"Madurai, Tamil Nadu",https://jobs.lever.co/paytm/08c1bbde-d8d6-48a5-9f0f-6c1331fb635b,Marketing
19,20,Paytm,Sales Team Lead - Dairy - Malappuram,"Malappuram, Kerala",https://jobs.lever.co/paytm/b653a053-194b-4fc7-8d1e-d757109a5324,Marketing
20,21,Paytm,Sales Team Lead - Dairy - Mangalore,"Managlore, Karnataka",https://jobs.lever.co/paytm/fcb37438-b0cd-45e4-b313-01a3dd78cbca,Marketing
21,22,Paytm,Sales Team Lead - Dairy - Mysore,"Mysore, Karnataka",https://jobs.lever.co/paytm/2d6a76ce-48f1-4bb9-9fb4-b2810c81c8fa,Marketing
22,23,Paytm,Sales Team Lead - Dairy - Nashik,"Nashik, Maharashtra",https://jobs.lever.co/paytm/0deb7418-93db-4424-b545-d3692f9ebdde,Marketing
23,24,Paytm,Sales Team Lead - Dairy - Pondicherry,Pondicherry,https://jobs.lever.co/paytm/f48ac048-4719-45aa-a58a-7f3a69fadec4,Marketing
24,25,Paytm,Sales Team Lead - Dairy - Salem,"Salem, Tamil Nadu",https://jobs.lever.co/paytm/0eb65257-a24c-4895-b6d7-e3aadc49d4af,Marketing
25,26,Paytm,Sales Team Lead - Dairy - Trivandrum,"Trivandrum, Kerala",https://jobs.lever.co/paytm/c01b94ba-2bbc-414e-84ef-0e8a612fe0dc,Marketing
26,27,Paytm,Sales Team Lead - Dairy - Urban Bengaluru,"Bengaluru, Karnataka",https://jobs.lever.co/paytm/beba4bda-4a7e-4ca3-adc3-0b7d3c466f91,Marketing
27,28,Paytm,Sales Team Lead - Dairy - Visakhapatnam,"Visakhapatnam, Andhra Pradesh",https://jobs.lever.co/paytm/a395e069-2cc1-4cdc-9093-d8c558746132,Marketing
28,29,Paytm,Sales Team Lead - Dairy -Vellore,"Vellore, Tamil Nadu",https://jobs.lever.co/paytm/43e85b2f-47e1-4f9e-95c5-33896c5012bc,Marketing
29,30,Paytm,Sales Team Lead - Tirunelveli .,"Tirunelveli, Tamil Nadu",https://jobs.lever.co/paytm/6e7eb676-31c5-40cc-8e3d-2f0a7a5d08fe,Marketing
30,31,Paytm,Sales Team Lead -Dairy - Mumbai,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/a01904b5-f820-4596-958a-3508b444f539,Marketing
31,32,Paytm,Team Lead - Dairy - Kozhikode,"Kozhikode, Kerala",https://jobs.lever.co/paytm/46adb091-f348-4339-a4ae-3a3e2ae647ed,Other
32,33,Paytm,Data Analyst - Deals & GV,"Noida, Uttar Pradesh / Bangalore, Karnataka",https://jobs.lever.co/paytm/dc0b8cf5-59ad-422c-b836-11ff058c7782,Tech
33,34,Paytm,Area Sales Manager - Executive Manager,"Vijayawada, Andhra Pradesh",https://jobs.lever.co/paytm/3137318d-f4e0-40f1-bc6f-5e120ae5f6fe,Marketing
34,35,Paytm,Area Sales Manager - Executive Manager,"Hyderabad, Telangana",https://jobs.lever.co/paytm/d092b014-eba1-430c-b901-8357eb331deb,Marketing
35,36,Paytm,Area Sales Manager - Nizamabad,"Nizamabad, Telangana / Warangal, Telangana / Adilabad , Telangana",https://jobs.lever.co/paytm/6d0fabf3-e3d2-4aec-aaae-dfb055781e5c,Marketing
36,37,Paytm,Area Sales Manager - Senior Manager,"Hubli, Karnataka",https://jobs.lever.co/paytm/f68af019-1dd0-4442-91a9-35d202db9488,Marketing
37,38,Paytm,Area Sales Manager- EDC Retail,"Bangalore, Karnataka",https://jobs.lever.co/paytm/6038b596-6d05-4838-9d06-6a8733c63f92,Marketing
38,39,Paytm,Area Sales Manager- EDC Retail,"Kochi, Kerala",https://jobs.lever.co/paytm/7da1556f-97dd-472a-a485-2635f85863a1,Marketing
39,40,Paytm,SM - Deputy Manager,"Chennai, Tamil Nadu",https://jobs.lever.co/paytm/082607fb-1d1b-4924-8ebb-1d42cdc71d2e,Other
40,41,Paytm,SM - Deputy Manager  EDC Retail,"Kozhikode, Kerala",https://jobs.lever.co/paytm/7419f113-eed0-487e-9c3d-1ec746fa6a26,Other
41,42,Paytm,Area Collection  - Executive Manager,"Mohali, Punjab",https://jobs.lever.co/paytm/e992a460-2963-47c6-a668-0fc27431e414,Other
42,43,Paytm,Area Collection Manager -(Hyderabad),"Hyderabad, Telangana",https://jobs.lever.co/paytm/13dee3be-6c2e-4186-b125-99954f1d21ad,Other
43,44,Paytm,Area Collection Manager- Manager,"Pune, Maharashtra",https://jobs.lever.co/paytm/51ba7e22-14fe-4e16-8647-2ee66bc31ca2,Other
44,45,Paytm,Collections  - Team Lead,"Gwalior, Madhya Pradesh",https://jobs.lever.co/paytm/ee524e80-f3ec-427a-82d9-5d985d366c8e,Other
45,46,Paytm,Collections - Junior Manager,"Hyderabad, Telangana",https://jobs.lever.co/paytm/fa185d7d-79ef-4284-9e24-3dcd0c925823,Other
46,47,Paytm,Collections - Junior Manager,"Vijayawada, Andhra Pradesh",https://jobs.lever.co/paytm/d988776c-0e45-43b4-ba43-51c1d6a7a35e,Other
47,48,Paytm,Collections - Junior Manager,"Nellore, Andhra Pradesh",https://jobs.lever.co/paytm/5b2837c0-a5cf-4814-a140-4c57e5b7536b,Other
48,49,Paytm,Collections - Junior Manager,"Karimnagar,Telangana",https://jobs.lever.co/paytm/926a03b9-7e91-44fc-b2a5-e7621e00394f,Other
49,50,Paytm,Collections - Junior Manager,"Bangalore, Karnataka",https://jobs.lever.co/paytm/26fb1e5b-f602-4edd-9f42-0cb33a5d3bdf,Other
50,51,Paytm,Collections - Junior Manager,"Hisar, Haryana",https://jobs.lever.co/paytm/72a0458c-ba36-4862-8a36-a1b7c120ceb5,Other
51,52,Paytm,Collections - Junior Manager - Mumbai,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/9d6d039b-a537-40b0-8829-e6c4bf2524c4,Other
52,53,Paytm,Collections - Junior Manager (Ahmedabad),"Ahmedabad, Gujarat",https://jobs.lever.co/paytm/11296c4a-016d-4622-aefb-106ce30ffe68,Other
53,54,Paytm,Collections - Junior Manager (Bhatinda),"Bhatinda, Punjab",https://jobs.lever.co/paytm/501f690d-3b92-436d-a1b2-9f662a49ee11,Other
54,55,Paytm,Collections - Junior Manager (Udaipur),"Udaipur, Rajasthan",https://jobs.lever.co/paytm/f5ca65cd-a7fd-4351-82ac-d28b796aa8a9,Other
55,56,Paytm,Collections - Junior Manager(Jamshedpur),"Jamshedpur, Jharkhand",https://jobs.lever.co/paytm/7fbd0682-0709-4bc0-8eb5-3cd4b7fec779,Other
56,57,Paytm,Collections - Junior Manager(Kerala),"Ernakulam, Kerala",https://jobs.lever.co/paytm/6ec341ed-39ac-4cb9-af9f-47ace86729f2,Other
57,58,Paytm,Collections - Junior Manager(Pune),"Pune, Maharashtra",https://jobs.lever.co/paytm/8263fbaa-8513-4f96-8938-9a19d7939584,Other
58,59,Paytm,Collections - Team Lead,"Vadodara, Gujarat",https://jobs.lever.co/paytm/68be8b65-0f9e-479f-a971-3b602782f9a5,Other
59,60,Paytm,Collections - Team Lead,"Panipat, Haryana",https://jobs.lever.co/paytm/09b0f607-3714-4076-b48c-de850818c327,Other
60,61,Paytm,Collections (Jalandhar)- Junior Manager,"Chandigarh, Punjab",https://jobs.lever.co/paytm/acb2a7fd-7731-4229-85af-dc7c1c76415c,Other
61,62,Paytm,Collections (Vijayawada)- Junior Manager,"Vijayawada, Andhra Pradesh",https://jobs.lever.co/paytm/39c65809-9f4a-4fbe-9106-b9ed90185f0a,Other
62,63,Paytm,Collections Manager,Delhi-NCR,https://jobs.lever.co/paytm/15c44c43-b939-4a18-95d0-d4bba7a211c3,Other
63,64,Paytm,Collections Manager (Delhi),Delhi-NCR,https://jobs.lever.co/paytm/ee9b4c69-7b75-4fef-8e78-10725c566c22,Other
64,65,Paytm,Collections Manager (Hyderabad),"Hyderabad, Telangana",https://jobs.lever.co/paytm/bdc28460-edd6-4f7b-bfc6-05d8f9976fca,Other
65,66,Paytm,Collections Manager- Junior Manager(Chandigarh),"Chandigarh, Punjab",https://jobs.lever.co/paytm/a5968c2a-90c1-461a-a6ce-636f3d2a596e,Other
66,67,Paytm,Collections- Junior Manager -Mumbai,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/9d995974-703b-4f37-ae83-790adcc77088,Other
67,68,Paytm,Collections- Junior Manager (Bengaluru),"Bengaluru, Karnataka",https://jobs.lever.co/paytm/6f74b61e-bc1f-4fd9-a35c-7cc71cbc0b28,Other
68,69,Paytm,Collections- Junior Manager (Mumbai),"Mumbai, Maharashtra",https://jobs.lever.co/paytm/ab76e5ad-7596-4830-aa63-c766d2ecc20f,Other
69,70,Paytm,Collections- Junior Manager(Salem),"Salem, Tamil Nadu",https://jobs.lever.co/paytm/f05ec1ea-4b9e-4c37-90cc-f37534757aef,Other
70,71,Paytm,Process Review - Internal Audit,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/2075d4b8-f2ee-4462-a9f0-c040b157cb06,Other
71,72,Paytm,Banking Operations Offline,"Jabalpur, Madhya Pradesh",https://jobs.lever.co/paytm/75b6d468-b131-4cc4-bf60-cc9dcef5f152,Other
72,73,Paytm,AGM/DGM- RM - Offline Merchants - QR,"Prayagraj, Uttar Pradesh",https://jobs.lever.co/paytm/dc476f09-e8e4-4413-a681-89a4b1b28b56,Other
73,74,Paytm,Area Sales Manager - Manager,"Vellore, Tamil Nadu",https://jobs.lever.co/paytm/6f5612ec-3bd8-40c9-aec3-89df91ebb05b,Marketing
74,75,Paytm,Areas Service Lead - Pan India,Pan India,https://jobs.lever.co/paytm/dd527ce9-33ec-4f29-8196-96ef7f6570ca,Other
75,76,Paytm,City Head - Senior Manager,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/fd2dc301-c1b6-456a-8318-69473dd598e3,Other
76,77,Paytm,City Manager - Executive Manager,"Haridwar, Uttarakhand",https://jobs.lever.co/paytm/2222d52b-24cd-498d-9520-61a950eb1324,Other
77,78,Paytm,City Manager - Senior Manager,"Bangalore, Karnataka",https://jobs.lever.co/paytm/76ce4f30-61ac-4996-9bea-36e79929a1b7,Other
78,79,Paytm,Key Account Manager - QR - Delhi /NCR,Delhi-NCR,https://jobs.lever.co/paytm/a402fd88-4d4b-4d1c-979b-093b071a3eb3,Other
79,80,Paytm,Key Account Manager / Senior Key Account Manager  Chandigarh,"Chandigarh, Punjab",https://jobs.lever.co/paytm/54e01a26-4323-4780-971d-243e40b14b62,Other
80,81,Paytm,Key Account Manager / Senior Key Account Manager - Ahmedabad,"Ahmedabad, Gujarat",https://jobs.lever.co/paytm/aeaf2dd3-d9ca-4b72-8dcd-8a252006fc57,Other
81,82,Paytm,Key Account Manager / Senior Key Account Manager - Bangalore,"Bangalore, Karnataka",https://jobs.lever.co/paytm/225c76fa-a1c8-497c-bbbe-d23cb0b72afa,Other
82,83,Paytm,Key Account Manager / Senior Key Account Manager - Delhi,Delhi-NCR,https://jobs.lever.co/paytm/0d789e58-b645-48fc-933e-53380df58ea4,Other
83,84,Paytm,Key Account Manager / Senior Key Account Manager - Hyderabad,"Hyderabad, Telangana",https://jobs.lever.co/paytm/5000df7a-b9b4-40dd-825c-9c67afb64daa,Other
84,85,Paytm,Key Account Manager / Senior Key Account Manager - Jaipur,"Jaipur, Rajasthan",https://jobs.lever.co/paytm/0b0b513f-63fe-4e22-9d1c-39a47ddb25d7,Other
85,86,Paytm,Key Account Manager / Senior Key Account Manager - Kolkata,"Kolkata, West Bengal",https://jobs.lever.co/paytm/a810b3e5-d915-4e92-acf0-13e85daf22ff,Other
86,87,Paytm,Key Account Manager / Senior Key Account Manager - Mumbai,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/d609103e-0090-47f6-9cca-8c13b6d80bc0,Other
87,88,Paytm,Key Account Manager / Senior Key Account Manager - Pune,"Pune, Maharashtra",https://jobs.lever.co/paytm/995d1cbd-2da8-4e25-a5db-959822f5bf56,Other
88,89,Paytm,Area Sales Manager- Deputy Manager,"Bellary, Karnataka",https://jobs.lever.co/paytm/199aa265-8a64-4a52-bf9e-52ce9ced3446,Marketing
89,90,Paytm,Key Account Manager - Senior Associate,"DAVANGERE, KARNATAKA",https://jobs.lever.co/paytm/1759e5ac-0226-47ab-9a98-eb80da599fb0,Other
90,91,Paytm,Key Account Manager - Senior Associate,"CHITRADURGA, KARNATAKA",https://jobs.lever.co/paytm/5f02f898-0487-46e7-adb5-477cfcfbf2cc,Other
91,92,Paytm,Sales Team Lead - Credit Card,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/a5690e43-8a0e-44ab-a18e-6d67fe2ddfc3,Marketing
92,93,Paytm,Sales Team Lead - Credit Card - Jaipur,"Jaipur, Rajasthan",https://jobs.lever.co/paytm/476df9ce-792c-4588-a56e-4cdaca9e9cef,Marketing
93,94,Paytm,Sales Team Lead - Credit Cards,"Ahmedabad, Gujarat",https://jobs.lever.co/paytm/40a7845a-9211-421f-a332-11bcd433ebc8,Marketing
94,95,Paytm,Sales Team Lead - Nizamabad,"Nizamabad, Telangana",https://jobs.lever.co/paytm/3c998362-bc44-4866-b3e2-df5f5ea621f3,Marketing
95,96,Paytm,Sales Team Lead - O&G Adjacent - Hyderabad,"Hyderabad, Telangana",https://jobs.lever.co/paytm/69a6e6ff-bfe4-4e52-83c5-61496f4ad921,Marketing
96,97,Paytm,Sales Team Lead - Oil & Gas - Balasore,"Balasore, Odisha",https://jobs.lever.co/paytm/c55c67c5-f26e-48bc-9160-af1a1fd571ae,Marketing
97,98,Paytm,Sales Team Lead - Oil & Gas - West Tripura  ( Agartala),"Agartala, Tripura",https://jobs.lever.co/paytm/b384bf94-d734-422c-a5c7-d27303267b6c,Marketing
98,99,Paytm,Team Lead - O&G- Adjacent - Bathinda,"Bathinda, Punjab",https://jobs.lever.co/paytm/97e3d57a-f066-48f2-a74e-817c5255dffc,Other
99,100,Paytm,Team Lead - O&G- Adjacent - Chandigarh,"Chandigarh, Punjab",https://jobs.lever.co/paytm/dd491b25-d844-494a-bad8-1182872ea471,Other
100,101,Paytm,Team Lead - O&G- Adjacent - Jammu,"Jammu, Jammu & Kashmir",https://jobs.lever.co/paytm/7c1f75f7-0ca6-4d80-ba7c-f522f57fb2ed,Other
101,102,Paytm,Team Lead - O&G- Adjacent - Ludhiana,"Ludhiana, Punjab",https://jobs.lever.co/paytm/d52951f1-a265-4330-a390-885bfd8200ff,Other
102,103,Paytm,Agency Engagement - Mumbai/Delhi,"Mumbai, Maharashtra / Delhi-NCR",https://jobs.lever.co/paytm/4cc1a652-0dab-4ae3-b5bf-d92d6e382b1a,Other
103,104,Paytm,DGM- Ad Operations,"Bangalore, Karnataka / Noida, Uttar Pradesh",https://jobs.lever.co/paytm/20f637b6-afcb-4e9e-984e-e3a49a375a7f,Other
104,105,Paytm,Paytm Ads ops (Monetization),"Delhi-NCR / Mumbai, Maharashtra",https://jobs.lever.co/paytm/501bb52e-1631-4883-813e-02f09d40a787,Other
105,106,Paytm,Paytm Ads ops (Monetization),"Bangalore, Karnataka",https://jobs.lever.co/paytm/20abf6b1-4f0b-470f-8a5a-a19a8625217e,Other
106,107,Paytm,Business Intelligence Analyst -Junior Manager- First Games,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/23e6f4eb-cbbd-49c1-9847-4c25fe1992d0,Other
107,108,Paytm,Sales - Team Lead - Jalandhar,"Jalandhar, Punjab",https://jobs.lever.co/paytm/695bdc0c-3c5e-47cb-b2cd-fed177b25b2f,Marketing
108,109,Paytm,Sales - Team Lead - Meerut,"Meerut, Uttar Pradesh",https://jobs.lever.co/paytm/a7d3937c-9dff-4d63-b6d0-39436b3a7550,Marketing
109,110,Paytm,Sales - Team Lead - Pathankot,"Pathankot, Punjab",https://jobs.lever.co/paytm/988e3108-0256-48c3-a9a3-4f16637ea440,Marketing
110,111,Paytm,Sales Team Lead - Pathankot,"Pathankot, Punjab",https://jobs.lever.co/paytm/3282367b-3a39-4991-a362-db1286b2c2cb,Marketing
111,112,Paytm,Sales Team Lead - Railway - Mumbai,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/4bb2b83c-21c9-4b6b-9cb1-a20d6e9e3532,Marketing
112,113,Paytm,Sales Team Lead - Railway Transit  - Ahmedabad,"Ahmedabad, Gujarat",https://jobs.lever.co/paytm/12720265-0c74-48dc-9ab9-712b36f4f21f,Marketing
113,114,Paytm,Business Development -Deputy General Manager - Travel(Flights),Delhi-NCR,https://jobs.lever.co/paytm/75973399-3658-4cf1-bdc8-6685bab555e3,Other
114,115,Paytm,CST Operations - Operation Executive,"Bangalore, Karnataka / Noida, Uttar Pradesh",https://jobs.lever.co/paytm/eb46531c-9c29-42c3-b9d2-4ee8d91c52da,Other
115,116,Paytm,CST Operations (Flights) - Executive,"Bangalore, Karnataka / Noida, Uttar Pradesh",https://jobs.lever.co/paytm/319c735f-cf33-4a00-86e6-f6167240cfc5,Other
116,117,Paytm,CST Operations (Flights) - Senior Associate,"Bengaluru, Karnataka / Noida, Uttar Pradesh",https://jobs.lever.co/paytm/2ed57d2f-a697-4f3b-bd16-ff0d05cb8569,Other
117,118,Paytm,Government Relations & Public Policy - Assistant General Manager,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/7f3422b2-045a-4704-9df9-f65445dffb44,Other
118,119,Paytm,Company Secretariat - Senior Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/3218b1eb-1162-4524-8f47-af20a73ec3ff,Other
119,120,Paytm,Accounting - Junior (CA Inter),"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/05e9a75b-5927-4ec6-a241-8f4e1024dff1,Other
120,121,Paytm,Accounting - Junior Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/20f9fe96-6571-4ae4-bc79-a59524ff8e30,Other
121,122,Paytm,Finance - Technical SQL - Assistant Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/9228808e-cc41-4384-a83f-809bc6a0f19f,Tech
122,123,Paytm,Revenue Assurance & Reconciliations - Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/0985a518-2951-4f44-943c-868b06624458,Other
123,124,Paytm,SAP BASIS ( SAP Support)  - Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/5a3cef10-9663-4cb2-8e33-0d4ff7ce4878,Other
124,125,Paytm,SAP-  HANA (FICO) - Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/d779975c-a7fb-4a32-b9d8-20e00617d05e,Other
125,126,Paytm,Accounts Payable - Assistant  Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/fbfe7a18-66dc-4680-9ffc-6e753ca0461e,Other
126,127,Paytm,Business Finance - Assistant General Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/c1fe487e-2a57-44d0-9142-d04859da4c35,Other
127,128,Paytm,Deputy Manager - Financial Operation & Reconciliations,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/964ac189-2d0c-4ee8-9112-d6e94799fa95,Other
128,129,Paytm,General Manager - Business Finance,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/4f7abc02-5f34-4402-a35a-004767122d40,Other
129,130,Paytm,Senior Analyst - Travel,"Bengaluru, Karnataka",https://jobs.lever.co/paytm/05c96a01-410b-4cec-af92-d2b917bae7e7,Other
130,131,Paytm,Finance Controller,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/9a7a0a10-8132-4f1f-a0e2-8240021d5f43,Other
131,132,Paytm,AVP- Internal Audit-Paytm Money,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/df0aeaf0-812d-458b-8a43-e446f2bd8e15,Other
132,133,Paytm,Taxation - AM/Manager-Paytm Money-Mumbai Based Candidates,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/25bb503f-1ccd-49c8-9fae-b523e107a487,Other
133,134,Paytm,Executive Manager - Treasury Operations/Banking Operations,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/5dc23fda-4e61-4a41-a086-050c08f41fca,Other
134,135,Paytm,Growth Management - Manager - Deals & GV,"Noida, Uttar Pradesh / Bangalore, Karnataka",https://jobs.lever.co/paytm/4a4b9d9c-aa9c-461f-b5d3-a33ac3ac7e76,Other
135,136,Paytm,Campaign Ops - Junior Manager - Credit Card Business,"Noida, Uttar Pradesh / Bangalore, Karnataka",https://jobs.lever.co/paytm/6e8ba97f-c454-4049-ab7b-3cba77ee1960,Other
136,137,Paytm,Growth Management - Manager - Credit Card Business,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/cff6970c-c128-4038-8619-0d451e3162f1,Other
137,138,Paytm,Campaign Ops - Senior Associate - Offline Merchants,"Noida, Uttar Pradesh / Bangalore, Karnataka",https://jobs.lever.co/paytm/cd675208-cbe6-479f-be1f-9e14286749dc,Other
138,139,Paytm,Growth Management - General Manager - Offline Payments,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/6096d10f-a4e9-48f2-8861-7dec7512f531,Other
139,140,Paytm,Growth Management - Manager - Offline Merchant,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/9307270a-daeb-4253-9f0b-39afebccd599,Other
140,141,Paytm,Growth Management - Assistant Manager/ Manager - First Games,"Noida, Uttar Pradesh / Bengaluru, Karnataka",https://jobs.lever.co/paytm/61106da4-e863-4e67-9291-041d08aa1ef4,Other
141,142,Paytm,Performance Marketing - Manager - First Games,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/1590a92c-eb79-40ae-b76a-e8ea4b550e63,Marketing
142,143,Paytm,Deputy Manager-Growth -Refer and Earn-Paytm Money,"Mumbai, Maharashtra",https://jobs.lever.co/paytm/8c9ba369-f4dc-4cba-a84c-817545abc576,Other
